"participant","word","item_number","item_set","item_condition","obstruent_sequence","vowel_type","vowel_length","cons_length","ratio","C1_MoA","C2_MoA","voicing_proportion","n_frames"
3,head#wear,68,17,sonorant,dp,short,0.09439849246037109,0.09230074818347395,0.9777777777777777,plosive,plosive,0.6296296296296297,27
3,blood#pressure,69,18,assimilation,dp,short,0.06919146690350689,0.11049980535336179,1.597014925373135,plosive,plosive,0.7878787878787878,33
3,nut#paste,70,18,voiceless,dp,short,0.05941394731591784,0.11153144496145981,1.8771929824561404,plosive,plosive,0.8484848484848485,33
3,blood#bath,71,18,voiced,dp,short,0.0615098374598026,0.09954881588889106,1.6184210526315792,plosive,plosive,1,30
3,mud#water,72,18,sonorant,dp,short,0.08399715527409321,0.12391659540435537,1.4752475247524757,plosive,plosive,0.4864864864864865,37
3,mud#flap,73,19,assimilation,df,short,0.0806875060336339,0.14604438592087732,1.8099999999999996,plosive,fricative,0.7045454545454546,44
3,nut#flower,74,19,voiceless,df,short,0.06905319220744113,0.13128631604871527,1.901234567901235,plosive,fricative,0.8974358974358975,39
3,blood#vow,75,19,voiced,df,short,0.08801944599119998,0.11123336581305499,1.2637362637362644,plosive,fricative,1,33
3,flood#wave,76,19,sonorant,df,short,0.07615591769801583,0.0938665962324381,1.2325581395348835,plosive,fricative,0.17857142857142858,28
3,head#phones,77,20,assimilation,df,short,0.06117517735772959,0.09130623486228298,1.492537313432836,plosive,fricative,0.7037037037037037,27
3,jet#fighter,78,20,voiceless,df,short,0.06740737649231882,0.12192804865522366,1.8088235294117636,plosive,fricative,0.5833333333333334,36
3,head#vein,79,20,voiced,df,short,0.08318844789407404,0.10377115665137071,1.2474226804123711,plosive,fricative,0.6875,32
3,head#massage,80,20,sonorant,df,short,0.061426685047528934,0.10201217338250346,1.6607142857142865,plosive,fricative,0.4838709677419355,31
4,food#poisoning,1,1,assimilation,dp,long,0.16536600065645937,0.08632313241815176,0.5220125786163523,plosive,plosive,0,26
4,boot#polish,2,1,voiceless,dp,long,0.14511190970894824,0.1960672367823194,1.351145038167939,plosive,plosive,0.23728813559322035,59
4,food#bank,3,1,voiced,dp,long,NA,NA,NA,plosive,plosive,NA,NA
4,food#waste,4,1,sonorant,dp,long,NA,NA,NA,plosive,plosive,NA,NA
4,speed#painting,5,2,assimilation,dp,long,0.2034994308025323,0.08573833886604149,0.42131979695431454,plosive,plosive,0.46153846153846156,26
4,seat#pads,6,2,voiceless,dp,long,0.11819378114159568,0.10308630535657975,0.8721804511278201,plosive,plosive,0.5483870967741935,31
4,speed#boat,7,2,voiced,dp,long,0.16587073928909313,0.08293536964454651,0.49999999999999967,plosive,plosive,1,24
4,speed#limit,8,2,sonorant,dp,long,0.19951134338617188,0.05091695742667934,0.25520833333333365,plosive,plosive,0.75,16
4,toad#pond,9,3,assimilation,dp,long,0.234182191038257,0.12895495101225612,0.5506607929515421,plosive,plosive,0.07894736842105263,38
4,coat#pocket,10,3,voiceless,dp,long,0.16991100418975538,0.14232804896414575,0.8376623376623377,plosive,plosive,0,43
4,code#breaker,11,3,voiced,dp,long,0.16376396429375914,0.06691430799099835,0.4086021505376343,plosive,plosive,0.4,20
4,code#word,12,3,sonorant,dp,long,0.20108934145969962,0.07594790578735433,0.37768240343347625,plosive,plosive,0.6521739130434783,23
4,shade#plant,13,4,assimilation,dp,long,NA,NA,NA,plosive,plosive,NA,NA
4,skate#park,14,4,voiceless,dp,long,0.19938229572850902,0.16023975914377103,0.8036809815950919,plosive,plosive,0.7083333333333334,48
4,spade#beard,15,4,voiced,dp,long,0.2617654080238213,0.11494915743654766,0.4391304347826088,plosive,plosive,0,34
4,spade#work,16,4,sonorant,dp,long,0.17512013635476267,0.089061097917565,0.5085714285714285,plosive,plosive,0.7777777777777778,27
4,speed#freak,17,5,assimilation,df,long,0.17452844979051219,0.06011535492784309,0.34444444444444444,plosive,fricative,0.8333333333333334,18
4,seat#frame,18,5,voiceless,df,long,0.16377386754537826,0.12663909525311223,0.7732558139534882,plosive,fricative,0.2894736842105263,38
4,seed#vault,19,5,voiced,df,long,0.19990817147748405,0.0673487422624679,0.3368983957219252,plosive,fricative,1,20
4,speed#walking,20,5,sonorant,df,long,0.20091876122255903,0.09096322025498943,0.4527363184079603,plosive,fricative,0.7037037037037037,27
4,food#fight,21,6,assimilation,df,long,0.18644958708705808,0.09796503728303058,0.5254237288135596,plosive,fricative,0.1724137931034483,29
4,boot#faced,22,6,voiceless,df,long,0.1510027738626198,0.11113804156288815,0.7359999999999999,plosive,fricative,0,33
4,food#vendor,23,6,voiced,df,long,0.21498803158728014,0.09170105612727592,0.4265402843601897,plosive,fricative,0.14285714285714285,28
4,food#mixer,24,6,sonorant,df,long,0.15050628066855878,0.04909563166193631,0.32620320855614987,plosive,fricative,1,15
4,toad#fish,25,7,assimilation,df,long,0.18722224871228843,0.07031044708315365,0.3755453615515664,plosive,fricative,0.5238095238095238,21
4,boat#fishing,26,7,voiceless,df,long,0.19615254871421922,0.16936098108496,0.8634146341463415,plosive,fricative,0.24,50
4,toad#venom,27,7,voiced,df,long,0.2271390595640338,0.08126095665437416,0.3577586206896552,plosive,fricative,0,24
4,code#name,28,7,sonorant,df,long,0.18266972971465467,0.0831730258700768,0.45531914893617015,plosive,fricative,0.8,25
4,paid#for,29,8,assimilation,df,long,0.19400722956555694,0.0754036195882326,0.38866396761133576,plosive,fricative,0.043478260869565216,23
4,state#funded,30,8,voiceless,df,long,0.16421303530936182,0.10875035450951115,0.6622516556291391,plosive,fricative,0.030303030303030304,33
4,jade#vein,31,8,voiced,df,long,0.24289327875710356,0.07715433560519758,0.3176470588235293,plosive,fricative,0.8695652173913043,23
4,aid#worker,32,8,sonorant,df,long,0.19981642461336468,0.07527967624968629,0.37674418604651194,plosive,fricative,1,22
4,blues#pianist,33,9,assimilation,zp,long,0.1665924551108365,0.11731863035974405,0.7042253521126762,fricative,plosive,0.2571428571428571,35
4,goose#pimples,34,9,voiceless,zp,long,0.12083624788420574,0.10968213269489441,0.9076923076923074,fricative,plosive,0,33
4,blues#band,35,9,voiced,zp,long,0.13581506865149084,0.09210447184411452,0.6781609195402302,fricative,plosive,0.14285714285714285,28
4,blues#melody,36,9,sonorant,zp,long,0.17255338367904713,0.10479681940717,0.6073298429319373,fricative,plosive,0.0967741935483871,31
4,cheese#plate,37,10,assimilation,zp,long,NA,NA,NA,fricative,plosive,NA,NA
4,peace#pipe,38,10,voiceless,zp,long,0.11337207552286127,0.11503931192760924,1.0147058823529413,fricative,plosive,0.029411764705882353,34
4,cheese#burger,39,10,voiced,zp,long,0.18069176243035845,0.09828837626706316,0.5439560439560442,fricative,plosive,0.2,30
4,cheese#wire,40,10,sonorant,zp,long,0.1822556036530033,0.09011527069509606,0.49444444444444435,fricative,plosive,0.25925925925925924,27
4,maize#plant,41,11,assimilation,zp,long,NA,NA,NA,fricative,plosive,NA,NA
4,face#paint,42,11,voiceless,zp,long,0.15352007572022813,0.12854994292235972,0.8373493975903615,fricative,plosive,0.10256410256410256,39
4,maize#bread,43,11,voiced,zp,long,0.23296341487588412,0.11693144376009629,0.5019305019305019,fricative,plosive,0.05714285714285714,35
4,phase#meter,44,11,sonorant,zp,long,0.2534828213508046,0.1242166813790796,0.49003984063745043,fricative,plosive,0.05405405405405406,37
4,hose#pipe,45,12,assimilation,zp,long,0.16879645211600877,0.10741592407382378,0.6363636363636365,fricative,plosive,0.45454545454545453,33
4,dose#pump,46,12,voiceless,zp,long,0.18004039459643836,0.129181526066371,0.7175141242937852,fricative,plosive,0,39
4,nose#bone,47,12,voiced,zp,long,0.2302037669268906,0.09842634557651503,0.42756183745583026,fricative,plosive,0,29
4,nose#muscles,48,12,sonorant,zp,long,0.2535867618661466,0.1843341521998897,0.7269076305220883,fricative,plosive,0,55
4,blues#fan,49,13,assimilation,zf,long,0.16255797074250705,0.14602665168394696,0.8983050847457624,fricative,fricative,0.13953488372093023,43
4,goose#fat,50,13,voiceless,zf,long,0.13838097060735363,0.16269114111945632,1.1756756756756759,fricative,fricative,0,48
4,blues#violin,51,13,voiced,zf,long,0.20964503101877768,0.10775051873590807,0.5139664804469273,fricative,fricative,0.09375,32
4,blues#music,52,13,sonorant,zf,long,NA,NA,NA,fricative,fricative,NA,NA
4,cheese#fingers,53,14,assimilation,zf,long,0.16398798718831586,0.10758447567131552,0.6560509554140128,fricative,fricative,0,33
4,peace#fighter,54,14,voiceless,zf,long,0.16066433379028053,0.12758638271581108,0.7941176470588239,fricative,fricative,0.3684210526315789,38
4,cheese#vat,55,14,voiced,zf,long,NA,NA,NA,fricative,fricative,NA,NA
4,cheese#wedge,56,14,sonorant,zf,long,0.16090260078903837,0.08854403475373118,0.5502958579881657,fricative,fricative,0.07407407407407407,27
4,maize#field,57,15,assimilation,zf,long,0.2241341425374943,0.13244290240851941,0.5909090909090912,fricative,fricative,0.025,40
4,space#flight,58,15,voiceless,zf,long,0.16855452047788527,0.13453899977903494,0.7981927710843374,fricative,fricative,0.025,40
4,blaze#victim,59,15,voiced,zf,long,0.2013791315428726,0.09918673643156412,0.4925373134328358,fricative,fricative,0.23333333333333334,30
4,maze#map,60,15,sonorant,zf,long,0.2439936957932968,0.1387641871810219,0.5687203791469195,fricative,fricative,0.04878048780487805,41
4,nose#fracture,61,16,assimilation,zf,long,0.23483584927178058,0.11947788822599364,0.5087719298245614,fricative,fricative,0,36
4,dose#feeder,62,16,voiceless,zf,long,0.18247779422787716,0.12917982462666555,0.7079207920792081,fricative,fricative,0,39
4,nose#vein,63,16,voiced,zf,long,0.23328701561987145,0.09158675428039398,0.3925925925925926,fricative,fricative,0.4642857142857143,28
4,nose#wipes,64,16,sonorant,zf,long,0.23625539531940176,0.10881472564503564,0.4605809128630704,fricative,fricative,0,33
4,bed#post,65,17,assimilation,dp,short,0.0914171556430835,0.11780561294211789,1.2886597938144326,plosive,plosive,0.1111111111111111,36
4,jet#pack,66,17,voiceless,dp,short,0.0997062863149675,0.12382877493955641,1.2419354838709677,plosive,plosive,0.6486486486486487,37
4,head#band,67,17,voiced,dp,short,0.09413542370590619,0.10683623484083005,1.1349206349206349,plosive,plosive,0.09375,32
4,head#wear,68,17,sonorant,dp,short,0.09724731330059619,0.08821720563696939,0.907142857142857,plosive,plosive,0.07407407407407407,27
4,blood#pressure,69,18,assimilation,dp,short,0.06297420989966471,0.09997155821571768,1.5874999999999992,plosive,plosive,0.4666666666666667,30
4,nut#paste,70,18,voiceless,dp,short,0.08401761617721826,0.12264640522421522,1.4597701149425295,plosive,plosive,0.24324324324324326,37
4,blood#bath,71,18,voiced,dp,short,0.06656337514507538,0.11746477966778004,1.7647058823529407,plosive,plosive,0.08333333333333333,36
4,mud#water,72,18,sonorant,dp,short,0.11722265170969051,0.09675520458577624,0.8253968253968249,plosive,plosive,0.2413793103448276,29
4,mud#flap,73,19,assimilation,df,short,0.08905073658602511,0.09795581024462768,1.1000000000000008,plosive,fricative,0,30
4,nut#flower,74,19,voiceless,df,short,0.07919580149183608,0.19006992358040664,2.4000000000000004,plosive,fricative,0,57
4,blood#vow,75,19,voiced,df,short,NA,NA,NA,plosive,fricative,NA,NA
4,flood#wave,76,19,sonorant,df,short,NA,NA,NA,plosive,fricative,NA,NA
4,head#phones,77,20,assimilation,df,short,0.06544915027127218,0.05964985847508353,0.9113924050632914,plosive,fricative,1,17
4,jet#fighter,78,20,voiceless,df,short,0.05978248351879384,0.10675443485498892,1.7857142857142845,plosive,fricative,0,32
4,head#vein,79,20,voiced,df,short,0.10113239817478553,0.11443929267146782,1.131578947368421,plosive,fricative,0.4411764705882353,34
4,head#massage,80,20,sonorant,df,short,NA,NA,NA,plosive,fricative,NA,NA
7,food#poisoning,1,1,assimilation,dp,long,0.13390644594185827,0.07781050237162035,0.5810810810810811,plosive,plosive,1,23
7,boot#polish,2,1,voiceless,dp,long,0.13654446276523854,0.12061427544262737,0.8833333333333333,plosive,plosive,0.05555555555555555,36
7,food#bank,3,1,voiced,dp,long,0.14478331371249223,0.07432726265454148,0.5133689839572194,plosive,plosive,1,22
7,food#waste,4,1,sonorant,dp,long,0.15966735556284956,0.0728738186927877,0.45641025641025607,plosive,plosive,1,22
7,speed#painting,5,2,assimilation,dp,long,NA,NA,NA,plosive,plosive,NA,NA
7,seat#pads,6,2,voiceless,dp,long,0.09618768092114918,0.09863063367734867,1.025397771656457,plosive,plosive,0.7333333333333333,30
7,speed#boat,7,2,voiced,dp,long,0.12480867332994378,0.07085911776151643,0.5677419354838708,plosive,plosive,1,22
7,speed#limit,8,2,sonorant,dp,long,0.15228526676063048,0.05918510367552887,0.38864628820960695,plosive,plosive,1,17
7,toad#pond,9,3,assimilation,dp,long,0.1427842093118547,0.08720951706472563,0.6107784431137725,plosive,plosive,1,26
